id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39863006,Camps bay holiday apartments #16,241185343,Garey,,Ward 54,-33.95477,18.38355,Entire home/apt,995,2,12,2020-03-22,1.84,12,315
39863056,The getaway room,306669596,Thamsanqa,,Ward 58,-33.98395,18.47804,Private room,454,1,4,2020-03-17,0.60,1,365
39863206,Luxury Sea View Apartment in Bloubergstrand,304286817,Amy Li,,Ward 23,-33.80183,18.46208,Entire home/apt,1097,1,18,2020-03-19,3.16,2,176
39863813,"Grace Manor, Kommetjie, Cape Town",46567267,John,,Ward 61,-34.14374,18.33105,Entire home/apt,2003,3,2,2020-01-02,0.38,1,331
39872850,Work from home with mountain views.,10484689,Scarlett,,Ward 115,-33.91313,18.41804,Entire home/apt,405,90,13,2020-05-01,2.36,7,90
39873924,"V and A waterfront views, balcony, central.",54575074,Jonathan,,Ward 115,-33.91699,18.41947,Entire home/apt,1181,20,9,2020-04-17,1.52,76,363
39874370,"Balcony, Bright, Views, AC, 2 BR's Both En-Suite",54575074,Jonathan,,Ward 77,-33.92751,18.40492,Entire home/apt,1867,20,9,2020-04-17,1.52,76,0
39874538,Sandown Jewel,300045053,Pearl,,Ward 107,-33.79896,18.50518,Entire home/apt,847,3,7,2020-02-01,1.17,1,64
39876656,DUMARL'S Cottage - Panorama CTN,186103957,Dudley,,Ward 1,-33.87801,18.57485,Entire home/apt,801,2,1,2019-12-16,0.18,1,90
39876683,Beautiful and Cozy 3 Bed Cottage in Claremont,307089236,John,,Ward 58,-33.97946,18.47916,Entire home/apt,1797,2,1,2019-12-06,0.17,1,0
39876819,Nature Lovers Staycation. Mountain Views + Wifi,3608370,Jacqui,,Ward 77,-33.94609,18.4217,Entire home/apt,766,3,1,2020-01-16,0.22,5,271
39876940,Central Cape Town CBD Condo with Creative Flair,305199988,Wiebke,,Ward 115,-33.91908,18.42587,Entire home/apt,758,1,1,2020-01-25,0.24,1,113
39877474,Camps bay holiday apartments #3,241185343,Garey,,Ward 54,-33.955,18.38265,Entire home/apt,995,1,7,2020-03-14,1.09,12,353
39877476,Camps bay holiday apartments #4,241185343,Garey,,Ward 54,-33.95619,18.38184,Entire home/apt,995,1,3,2020-02-06,0.60,12,305
39877478,Camps bay holiday apartments #8,241185343,Garey,,Ward 54,-33.95673,18.38397,Entire home/apt,995,1,5,2020-02-25,0.87,12,353
39877479,Camps bay holiday apartments #11,241185343,Garey,,Ward 54,-33.95693,18.38324,Entire home/apt,1004,1,3,2020-02-26,0.63,12,304
39877482,Camps bay holiday apartments #14,241185343,Garey,,Ward 54,-33.95627,18.38194,Entire home/apt,995,1,9,2020-03-07,1.57,12,334
39877666,One of a kind colourful experience,307094907,Charlie,,Ward 77,-33.92032,18.41345,Private room,750,1,8,2020-03-08,1.21,2,180
39877667,Loader Apartment,57218252,Sheri,,Ward 115,-33.91273,18.41389,Entire home/apt,4000,1,10,2020-03-16,2.10,125,350
39877902,Loader Penthouse,57218252,Sheri,,Ward 77,-33.91338,18.41379,Entire home/apt,2995,1,1,2019-12-07,0.17,125,317
39878061,Beachside Guest House - View of Robben Island,280300056,Ashleigh,,Ward 23,-33.80298,18.46208,Private room,2003,1,0,,,7,180
39879132,New Modern Apartment with Balcony Views,307104029,Propr,,Ward 77,-33.91793,18.41727,Entire home/apt,1004,2,16,2020-05-03,2.40,2,198
39879217,"Mountain, Sea Views & Stylish Sea Point Apartment",46056097,Sheerene,,Ward 54,-33.91714,18.39146,Entire home/apt,1497,3,2,2020-01-05,0.38,7,47
39879550,Spacious 1 BR Near Table Mountain,138484093,Blaise,,Ward 115,-33.93347,18.41378,Entire home/apt,1304,2,8,2020-02-07,1.50,1,35
39879984,Signature Suites at Labotessa,297834939,Martijn,,Ward 115,-33.92562,18.42124,Private room,7594,1,0,,,2,345
39880077,Large spacious beach house 300m from the sea,73989521,Leezel,,Ward 23,-33.81446,18.47556,Entire home/apt,2994,4,1,2020-01-04,0.21,1,0
39880648,CAPE CONCIERGE - CLIFTON BEACH APARTMENT,24108747,Cape Concierge - Nina,,Ward 54,-33.93763,18.37863,Entire home/apt,5008,4,0,,,21,268
39881421,"3 bedroom home, great location near Kirstenbosch",301183194,Jon,,Ward 62,-33.97835,18.44016,Entire home/apt,3259,10,0,,,1,0
39881632,Serviced Stylish 2 bedroom close to V&A Waterfront,40101017,African Elite Properties,,Ward 115,-33.91495,18.41807,Entire home/apt,5004,2,1,2020-02-21,0.31,35,326
39882862,Stylish & Grand 2 Bedroom House |WiFi,307127876,Chris,,Ward 77,-33.92433,18.41005,Entire home/apt,1603,2,4,2020-01-05,0.65,1,249
39888356,Serenity@Bloubergrise,123188651,Levon,,Ward 107,-33.8177,18.48694,Entire home/apt,2008,2,3,2020-01-12,0.58,3,0
39890521,"Entire  house  ,  pool , private security estate",62894497,Rob,,Ward 74,-34.01743,18.38338,Entire home/apt,3821,7,1,2020-01-03,0.21,1,89
39891102,"Large, bright 2 bedroom flat close to the ocean",24992089,Nicole,,Ward 54,-33.91127,18.39084,Entire home/apt,1202,4,3,2020-03-02,0.57,1,89
39891202,ELHAM’s HOME,307195436,Elham,,Ward 113,-33.83051,18.49005,Entire home/apt,714,7,2,2020-01-03,0.35,2,239
39892023,"NORFOLK HOUSE 
Upper Constantia family villa",127971397,Carey,,Ward 62,-34.00987,18.43939,Entire home/apt,7433,7,0,,,2,0
39892169,"Room in Gardens, nestled between City & Mountain",307204632,Janet,,Ward 77,-33.93419,18.41008,Private room,441,4,3,2020-03-19,0.55,1,180
39892589,"City Retreat, large pool, central to tourist spots",25122328,Esta-Marita,,Ward 115,-33.91189,18.41301,Entire home/apt,1269,3,5,2020-03-12,0.85,27,318
39894028,Spacious private room in Somerset West,27540836,Duncan,,Ward 15,-34.06033,18.85183,Private room,227,2,7,2020-03-23,1.94,1,146
39895675,Perfect holiday apartment 200m from the beach!,307216017,Fred,,Ward 23,-33.81783,18.47786,Entire home/apt,977,1,12,2020-03-20,1.95,1,258
39895825,"Convenient apt. w/furnished balcony, city views - walk to shops & restaurants",188530721,Vacasa South Africa,,Ward 115,-33.90515,18.41778,Entire home/apt,2198,2,1,2020-01-04,0.21,50,363
39897457,"Excellent Location, 3 Bedroom Apartment",219325005,Marina,,Ward 115,-33.91056,18.42004,Entire home/apt,9202,4,0,,,2,358
39898213,Stylish Urban Splendor 2 Bedroom Apartment,219325005,Marina,,Ward 115,-33.91018,18.42145,Entire home/apt,6801,4,0,,,2,365
39902005,"New-Built CityScape. RooftopPool, BBQ, Bar + WiFi",2516345,Jaco,,Ward 115,-33.91199,18.41722,Entire home/apt,951,3,5,2020-03-01,0.79,66,292
39902732,Eden On The Bay 238,3961453,Jolene,,Ward 23,-33.80295,18.46313,Entire home/apt,1045,2,0,,,56,353
39903957,Urban Studio in Perfect Location,305844859,Propr,,Ward 54,-33.91839,18.38879,Entire home/apt,1145,3,0,,,1,338
39904818,Stylish Two Bedroom Apartment in Cape Town Centre,29426065,Josh,,Ward 115,-33.92043,18.42333,Entire home/apt,1797,1,2,2020-03-18,0.66,100,226
39905217,Upmarket Penthouse with Spectacular Views,31291093,Peter,,Ward 77,-33.93538,18.40207,Entire home/apt,2495,1,2,2020-01-09,0.41,2,44
39906733,Marina residential complex one bedroom,40101017,African Elite Properties,,Ward 115,-33.91028,18.42077,Entire home/apt,3505,3,1,2019-11-15,0.16,35,0
39907066,Luxury en-suite room with exquisite views,253310608,Jessica,,Ward 115,-33.912,18.40542,Private room,1396,1,14,2020-03-22,2.31,2,187
39907659,⚜ Upmarket 1000 sq ft Self Catering Apartment ⚜,101911169,Ada,,Ward 70,-33.85207,18.60155,Entire home/apt,679,2,4,2020-01-08,0.65,1,92
39908115,Perfect Holiday spot,37526864,Jacques,,Ward 107,-33.79851,18.50542,Entire home/apt,993,7,0,,,1,83
39908227,Luxury en-suite room with spectacular views,253310608,Jessica,,Ward 115,-33.91269,18.40624,Private room,1395,1,13,2020-03-17,2.19,2,179
39908298,Harbourview Self Catering  2,71598273,Patricia,,Ward 100,-34.16055,18.86998,Entire home/apt,1097,2,0,,,5,359
39908696,"Spacious, great for summer holidays",235595543,Beverley,,Ward 21,-33.87378,18.63851,Entire home/apt,1271,19,0,,,1,83
39908771,5 months in 2020 April - September,28401497,Minri,,Ward 115,-33.9083,18.39459,Entire home/apt,1498,30,0,,,2,305
39909406,Opulent Green Point Apartment with City Views,307515872,Propr,,Ward 115,-33.91074,18.41458,Entire home/apt,740,2,10,2020-03-14,1.55,1,268
39909611,Modern newly renovated house close to beach,307516264,Nico,,Ward 4,-33.86712,18.50245,Entire home/apt,2194,5,2,2020-01-31,0.41,1,0
39909979,A home away from home in the heart of Constantia,133127601,Tarin,,Ward 73,-34.02209,18.45454,Entire home/apt,4998,7,0,,,1,83
39910830,Attractive Quirky Living in the MotherCity’s heart,84891673,Warren,,Ward 115,-33.92686,18.41537,Entire home/apt,599,2,22,2020-03-23,3.47,3,345
39911308,19 De Smit,32824277,Lloyd,,Ward 115,-33.91416,18.41663,Entire home/apt,1508,5,0,,,18,117
39912115,Camps Bay Panoramic Sea View Villa,307548363,Nicole,,Ward 54,-33.95405,18.37903,Entire home/apt,47791,1,0,,,1,284
39912738,"Casa Grace Villa, Camps Bay",307546410,Casa,,Ward 54,-33.95662,18.37964,Entire home/apt,30003,5,0,,,1,362
39914276,In the country - but close to town.,155843274,Gail,,Ward 84,-34.12244,18.92469,Entire home/apt,784,5,1,2020-01-15,0.22,1,89
39914806,504 Knightsbridge Mansions Beach Road,185308070,LaStay,,Ward 54,-33.91268,18.38822,Entire home/apt,1779,1,8,2020-03-22,1.19,93,118
39915318,Perfect family home for entertaining near beach.,171467500,Duduzile,,Ward 107,-33.81416,18.49679,Entire home/apt,749,3,4,2020-02-29,0.78,1,35
39916309,9 Min from Table Mountain. Beautiful views. Wifi.,132510814,Jade,,Ward 77,-33.93584,18.41537,Entire home/apt,595,1,26,2020-03-18,3.73,1,237
39916806,A home away from home,304242632,Kelly,,Ward 8,-33.91098,18.68172,Entire home/apt,508,1,3,2020-03-07,0.72,1,365
39917063,"Colorful, Classy and Cosy.",307591690,Ligh,,Ward 115,-33.90814,18.4023,Private room,646,1,4,2020-04-19,0.61,1,188
39917369,"Home away from home, quaint yet modern",56991328,Ursula,,Ward 63,-34.01197,18.50299,Private room,801,7,0,,,2,83
39917761,Eclipse Luxury Penthouse,51293298,Joey,,Ward 115,-33.90945,18.41492,Entire home/apt,10732,2,10,2020-03-20,1.59,7,320
39918799,The Beach Sanctuary,11220561,Marion,,Ward 61,-34.20011,18.37265,Entire home/apt,4809,7,1,2020-01-02,0.21,3,0
39920221,Super Central Two Bedroom Apartment,14580843,Liam,,Ward 115,-33.92084,18.42537,Entire home/apt,1762,1,17,2020-03-22,2.55,41,6
39920830,higgovale a majestic family home,1148939,Marco,,Ward 77,-33.94339,18.40337,Entire home/apt,12017,4,2,2020-02-08,0.41,2,365
39921802,"Winelands, Jazz and a Yacht.  Need anything more?",28979752,Tamlin,,Ward 103,-33.82541,18.69067,Entire home/apt,1643,7,0,,,1,173
39929424,Beau Constantia Wine Farm exclusive oppulence ....,127324599,Cecilia,,Ward 62,-34.01351,18.40633,Entire home/apt,50001,10,0,,,1,90
39929710,Family home in Oranjezicht,68224453,Andrew,,Ward 77,-33.94197,18.40932,Entire home/apt,3001,5,0,,,1,79
39930008,Sensational 5 bedroom home with pool in Cape Town,307421835,Rudi,,Ward 59,-33.98916,18.46064,Entire home/apt,12004,5,0,,,1,9
39930348,"House Chardonnay, central quiet relaxing retreat",44981358,Kristian,,Ward 15,-34.05197,18.8139,Entire home/apt,2003,7,4,2020-03-31,0.81,1,178
39930401,Business Cottage at The Blue Corner Guesthouse,25387478,Margie,,Ward 107,-33.81806,18.48247,Entire home/apt,1204,2,3,2020-02-18,0.55,2,364
39931557,"Trendy Hub, Magnificent Mountain Views & Netflix.",189159760,Manon & Sabata,,Ward 115,-33.92667,18.41699,Entire home/apt,705,20,17,2020-03-31,2.83,10,1
39931877,"LuxuryStay  One Bedroom,  Landmark Views & Balcony",61480491,Jean Luc,,Ward 115,-33.9121,18.41904,Entire home/apt,1251,2,5,2020-03-21,0.89,8,65
39932112,Peninsula bay studio room,303838884,Nathan,,Ward 85,-34.12582,18.83463,Entire home/apt,592,2,12,2020-03-18,2.48,1,174
39932114,Spacious and bright family home with pool & patio,228854170,Amanda,,Ward 73,-34.03692,18.44757,Entire home/apt,3501,2,0,,,1,176
39934648,Cozy & sunny flat in the heart of Green Point,80282570,Katelyn,,Ward 115,-33.90734,18.40892,Private room,471,1,13,2020-03-17,2.64,1,89
39934676,Hidden Treasure : Pam Golding Properties,49978043,Janine,,Ward 115,-33.91271,18.41139,Entire home/apt,15007,7,0,,,17,0
39935474,Sunny Sea View Studio,129725883,Hugh,,Ward 54,-33.92722,18.37727,Entire home/apt,2993,7,0,,,2,174
39935703,Spectacular Seaside Views,15549834,Alan,,Ward 85,-34.12149,18.83132,Entire home/apt,1097,2,6,2020-02-24,1.32,1,188
39935708,Beach Guest House with Table Mountain View,280300056,Ashleigh,,Ward 5,-33.8668,18.53331,Private room,2508,1,0,,,7,179
39936102,Perspectives 2 Bedroom Economy,288006256,G,,Ward 115,-33.927,18.42115,Entire home/apt,1145,1,0,,,3,337
39936195,Cape Tokai Loft Apartment,307821426,Andrew,,Ward 71,-34.06062,18.45764,Entire home/apt,986,5,0,,,1,0
39936276,Perspectives 2 Bedroom Platinum,288006256,G,,Ward 115,-33.9257,18.42065,Entire home/apt,1145,1,0,,,3,357
39936354,Guest House - Walk onto the Beach & Sea Views,280300056,Ashleigh,,Ward 5,-33.86703,18.53372,Private room,2003,1,0,,,7,180
39936467,Super Stylish Two Bedroom Apartment,14580843,Liam,,Ward 115,-33.92097,18.42298,Entire home/apt,2502,1,13,2020-03-23,2.02,41,6
39936530,Stunning New De Waterkant Apartment with Views!,307826221,Propr,,Ward 115,-33.9141,18.41749,Entire home/apt,1445,2,12,2020-03-15,1.93,1,240
39936560,"Beach Guest House - Beach, Ocean & Lawn Views",280300056,Ashleigh,,Ward 5,-33.86698,18.5352,Private room,1999,1,0,,,7,0
39936599,Super Elegant Two Bedroom Apartment,14580843,Liam,,Ward 115,-33.92083,18.42461,Entire home/apt,2502,1,18,2020-03-19,2.70,41,169
39936666,Cape Getaway,307827045,Leanne,,Ward 15,-34.07491,18.82657,Entire home/apt,2508,3,1,2020-01-02,0.20,1,186
39936730,Beachside Guest House - Beach & Lawn Views,280300056,Ashleigh,,Ward 5,-33.8651,18.53344,Private room,1999,1,0,,,7,0
39936901,Beachside Guest House - Robben Island & Sea Views,280300056,Ashleigh,,Ward 5,-33.86503,18.5341,Private room,1846,1,0,,,7,180
39936945,Apartment W2 @ Windburg Suites,288004388,Windburg,,Ward 77,-33.93508,18.43053,Entire home/apt,1152,3,4,2020-02-23,0.62,4,337
39937044,Guest House - Private Garden & Direct Beach Access,280300056,Ashleigh,,Ward 5,-33.86689,18.53327,Private room,2003,1,0,,,7,180
39937142,*ESSENTIAL SERVICES* Modern Two Bedroom Apartment,14580843,Liam,,Ward 115,-33.91924,18.42292,Entire home/apt,2502,1,15,2020-02-25,2.54,41,159
39939614,Spectacular Mountain Views at Constantia Nek,77832494,Nicola,,Ward 74,-34.01145,18.39299,Entire home/apt,2600,6,1,2020-01-03,0.21,1,136
39940153,"The Vans, High Riding Country Estate",33758371,Jarrud,,Ward 84,-34.12918,18.91694,Private room,836,1,5,2020-02-02,0.83,1,362
39941959,"Beach house on Benning, 60m from the sea",24681400,Hildegarde,,Ward 61,-34.13674,18.32554,Entire home/apt,2125,5,1,2020-01-02,0.20,2,90
39942826,@ the C's,307892364,Liane,,Ward 21,-33.86884,18.65721,Entire home/apt,488,1,14,2020-03-19,2.31,1,147
39943058,Quiet retreat within the hub of Kalk Bay,305861936,Lawrence,,Ward 64,-34.13248,18.44599,Entire home/apt,993,3,0,,,1,180
39944108,Modern family home in quiet rural suburb,78460961,Joanna,,Ward 71,-34.04697,18.43863,Entire home/apt,1643,7,0,,,1,0
39945428,Ideal Furnished Family Home -Great Entertainment,231080599,Zahra,,Ward 5,-33.86514,18.54229,Entire home/apt,2804,2,0,,,1,181
39945594,"Spacious 3 Bedrooms, Garden, Beach, Great Location",101313155,Gareth,,Ward 54,-33.92285,18.38099,Entire home/apt,2704,2,12,2020-03-15,1.79,1,345
39954783,New York Style Studio. Walking distance from CBD.,99030238,Lindsay,,Ward 77,-33.93494,18.42703,Entire home/apt,793,2,5,2020-01-28,0.91,1,84
39954996,Stylish studio in the Square Super central,281646889,Scotty,,Ward 115,-33.9289,18.4229,Entire home/apt,1251,20,14,2020-04-01,2.28,57,308
39955226,Aandvari Atlantic Terraces,175436470,Marco,,Ward 23,-33.8155,18.47446,Entire home/apt,593,3,0,,,1,364
39955591,Strawberry Fields,139826156,Leigh,,Ward 62,-34.03644,18.44094,Entire home/apt,2003,6,0,,,20,173
39957808,Comfy Camps Bay Family Villa sleeps 10 with pool,6632489,Turnkey365,,Ward 54,-33.96067,18.38321,Entire home/apt,4796,3,1,2019-12-15,0.17,45,81
39958617,"Large modern flat with balcony, sea view & pool",246521103,Astrid,,Ward 54,-33.91695,18.38767,Entire home/apt,1497,3,2,2020-04-02,0.53,1,3
39958918,Charming and Spacious apartment in City Centre,262274030,Josh,,Ward 115,-33.9293,18.42152,Entire home/apt,1198,1,31,2020-04-08,4.77,18,266
39959313,Diamond Double,226619280,Karin,,Ward 113,-33.83142,18.50325,Private room,505,2,0,,,11,364
39959363,Modern 2 Bedroom Suite + Free Wifi + Balcony +View,306327207,Lincoln,,Ward 113,-33.8279,18.50913,Entire home/apt,27813,5,21,2020-05-03,3.39,1,177
39959432,Your home away from home with a relaxed atmosphere,308073516,Phillip,,Ward 8,-33.87394,18.67221,Private room,505,1,4,2020-01-29,0.72,1,363
39959555,Embrace Cape Town-ocean-mountains-drive-experience,269904254,Gloria,,Ward 77,-33.92779,18.40804,Entire home/apt,901,4,8,2020-03-15,1.40,1,251
39960019,Little Green Double,226619280,Karin,,Ward 113,-33.83049,18.50219,Private room,505,2,0,,,11,360
39960539,Twice as Nice,226619280,Karin,,Ward 113,-33.8313,18.50294,Entire home/apt,1498,2,0,,,11,361
39961283,NOA Sea Point,12916129,Nardus,,Ward 54,-33.9168,18.39279,Entire home/apt,1208,2,6,2020-03-16,0.91,1,181
39961810,"Blouberg, Nautica 2 bed apartment on kite beach.",3414028,Sheree,,Ward 107,-33.82632,18.47894,Entire home/apt,1396,3,0,,,12,89
39961919,Entire bachelor studio apartment. Perfect location,293042464,Wanyé,,Ward 57,-33.93377,18.46919,Private room,370,1,1,2020-01-04,0.21,1,0
39963161,Serenity@Solent - Simon's Town,14898514,Carmen,,Ward 61,-34.19583,18.43677,Entire home/apt,505,2,0,,,7,364
39965066,"404 The Cosmopolitan, Sea Point",185308070,LaStay,,Ward 54,-33.92316,18.3811,Entire home/apt,1769,1,9,2020-03-29,1.35,93,242
39965493,Central City Home,164147954,Alexia,,Ward 77,-33.93377,18.4276,Entire home/apt,1309,3,3,2020-01-27,0.57,1,249
39966035,Beautiful home on the doorstep of the countryside,82857905,Janice,,Ward 112,-33.81283,18.63985,Entire home/apt,1303,10,0,,,1,0
39967267,Eltanza,308083252,Schalk,,Ward 83,-34.11549,18.82413,Entire home/apt,749,7,4,2020-03-26,0.62,1,365
39967758,Centrally situated gated complex in Somerset West.,169071769,Gerardine,,Ward 84,-34.09706,18.86615,Private room,644,2,0,,,1,90
39967759,1 bed 4 min to Somerset Mall & 3km to beach,308135851,Erma,,Ward 15,-34.09074,18.83063,Private room,348,3,0,,,1,331
39968007,Modern Home near Old Biscuit Mill,10717035,Bob,,Ward 115,-33.92878,18.44772,Entire home/apt,803,3,6,2020-02-23,1.22,1,34
39968107,"1Hidden gem, Winelands, 5km SWMall,1km LordCharles",308140773,Louis & Ursula,,Ward 15,-34.05443,18.82718,Private room,348,1,24,2020-04-04,4.29,3,365
39968131,"Camps Bay, Cape Dutch Beach House",49258234,Sophie,,Ward 54,-33.94768,18.38061,Entire home/apt,4362,4,3,2020-02-20,0.62,1,33
39968420,Private Cosy Apartment Close to the Beach,261572561,Daniel,,Ward 107,-33.82192,18.48207,Entire home/apt,993,2,0,,,2,89
39968657,Luxurious family unit /sea view  5min to beach,217071003,Hester,,Ward 100,-34.15304,18.86668,Entire home/apt,1480,1,11,2020-03-19,1.64,5,345
39968846,"Modern condo with garden views, private balcony & free WiFi!",188530721,Vacasa South Africa,,Ward 55,-33.88381,18.51333,Entire home/apt,1707,2,2,2020-01-05,0.39,50,363
39969323,Beach front designer space,234774091,Corrie,,Ward 23,-33.8175,18.47409,Entire home/apt,3193,2,6,2020-03-06,1.14,3,364
39970753,"Bright, cosy, pet friendly,   with garden +aircon",73353785,Karen,,Ward 84,-34.09357,18.85352,Private room,453,1,9,2020-03-11,1.62,1,180
39971171,Trendy 2bedroom apartment close to V&A Waterfront,161702732,Dhey,,Ward 115,-33.91705,18.42818,Entire home/apt,2202,4,1,2020-01-03,0.21,11,0
39976806,Private upstairs suite: spacious and light,70492983,Jaci,,Ward 61,-34.1541,18.40962,Entire home/apt,793,2,4,2020-03-10,0.77,1,0
39977895,Large Family Home in Eco Friendly Lifestyle Estate,45973307,Glen,,Ward 71,-34.08219,18.44015,Entire home/apt,2699,7,1,2020-01-03,0.20,1,365
39978173,Cosy self catering studio/garden/Wifi,308223690,Caroline,,Ward 15,-34.07542,18.82977,Entire home/apt,383,2,10,2020-03-18,1.99,1,364
39979263,Large family home with lovely entertainment deck,302054588,Tracy,,Ward 105,-33.81885,18.67275,Entire home/apt,2202,7,0,,,1,0
39980282,Modern Art Deco Apartment in the City Center,53797108,Salman,,Ward 115,-33.92669,18.41686,Entire home/apt,1427,2,10,2020-03-09,1.75,2,175
39980651,Vinique's Home from Home - Sleeps 2,308251818,Vincent And Monique,,Ward 8,-33.89963,18.69514,Private room,407,1,16,2020-03-03,2.32,1,0
39981485,Cape Town Tour Guide Residence Home away from Home,308259512,Elaine,,Ward 60,-33.95624,18.5016,Private room,348,2,1,2020-01-08,0.21,1,180
39982008,Tranquil yet central,171131583,Ruth,,Ward 74,-34.04285,18.36181,Entire home/apt,1497,3,2,2020-01-07,0.41,2,0
39982544,3 Story Modern Villa with Views,251166827,Gabriele,,Ward 74,-34.04141,18.36542,Entire home/apt,5496,3,3,2020-02-22,0.71,1,268
39983832,Under the Oaks,308282083,Barbara,,Ward 74,-34.04137,18.35931,Entire home/apt,942,2,0,,,1,88
39983904,Froggy at the Pond (double room with balcony&view),308282582,Lizette,,Ward 61,-34.20611,18.45543,Private room,898,1,0,,,4,180
39984327,New Beautiful Rondebosch East Home- Gay  Friendly,308287361,Mutaaz,,Ward 60,-33.97759,18.50126,Private room,749,1,2,2020-01-06,0.39,3,365
39984553,"""SUPERBE"" hidden treasure for a tranquil stay",192490084,Cobie And Andries,,Ward 84,-34.07541,18.87188,Entire home/apt,750,2,15,2020-03-14,2.39,1,323
39985133,Spacious mountain getaway,23849969,Luke And Amelia,,Ward 74,-34.01535,18.37158,Entire home/apt,3501,2,0,,,1,73
39987897,Woodys holiday villa,237581933,Elbie,,Ward 100,-34.15598,18.87752,Entire home/apt,1794,1,0,,,2,365
39987921,Seaside Getaway @ Swallow House Suite #2,28488899,Chenél,,Ward 64,-34.10417,18.47131,Entire home/apt,646,1,8,2020-03-17,1.41,2,365
39988918,Apartment  with a view,26720281,Adele,,Ward 54,-33.91347,18.3962,Entire home/apt,995,1,1,2020-02-24,0.32,3,365
39994560,Spacious Mountain View Villa in Hout Bay,222064145,Fran-Cella,,Ward 74,-34.02302,18.35459,Entire home/apt,3001,7,1,2020-01-05,0.21,1,358
39995642,Bright & beautiful unique loft with city views,19324344,Eitan,,Ward 57,-33.9362,18.45626,Entire home/apt,646,3,1,2020-04-15,0.70,1,180
39996249,"The Grand Mariner - 3 Swimming Pools, Sea Views",659433,Justin,,Ward 77,-33.94214,18.40418,Entire home/apt,19992,3,2,2020-02-09,0.43,1,0
39996858,Protea - Studio inmitten herrlicher Natur,271947431,Myriam,,Ward 74,-34.01604,18.37242,Entire home/apt,1202,2,5,2020-03-29,0.91,1,163
39997731,THE BIRDS HOLIDAY ACCOMMODATION NO  2,178792969,Russell,,Ward 67,-34.04931,18.50792,Entire home/apt,796,2,2,2020-01-03,0.34,2,155
39997785,Grand Suites the best in the West.,295669340,Lailah,,Ward 27,-33.90734,18.54394,Entire home/apt,1797,2,0,,,1,0
39998734,Sunlit Apartment with Delightful Mountain Views,115303784,Keith,,Ward 77,-33.94163,18.42353,Entire home/apt,2009,3,1,2020-01-03,0.21,1,85
39998767,Seperate entrance secure compl. Mediclinic Shops.,292134829,Marita,,Ward 103,-33.84484,18.6772,Entire home/apt,557,1,9,2020-03-25,1.50,1,68
39999035,SEA POINT EXCELLENT APARTMENT,111611262,Ali,,Ward 54,-33.91399,18.38826,Entire home/apt,784,5,0,,,3,88
39999212,"Modern, neat & private flat with a leafy garden",91153719,Rochelle,,Ward 15,-34.06492,18.85227,Entire home/apt,297,2,8,2020-03-15,1.24,2,176
39999599,Haven of Peace in the City,308283673,Nathalie,,Ward 58,-33.98641,18.47158,Private room,796,1,6,2020-02-24,1.13,1,356
40000053,Seaforth Terraces Holiday Apartment,308461184,Boitumelo,,Ward 61,-34.19519,18.4472,Entire home/apt,1355,3,12,2020-02-25,1.91,1,328
40000134,Safe Haven home away from home.,127460862,Deirdre,,Ward 63,-34.0196,18.47985,Entire home/apt,506,1,2,2020-01-01,0.30,1,85
40000136,Shalimar Cottage,293880343,Fiona,,Ward 74,-34.01174,18.38475,Entire home/apt,1149,4,0,,,3,117
40000173,Tyger Waterfront luxurious and Central Cape Town,274965171,Leon,,Ward 70,-33.87317,18.62954,Entire home/apt,522,5,2,2020-03-04,0.40,2,361
40001491,"Private, Spacious Flatlet",3186966,Albert,,Ward 5,-33.8729,18.54643,Entire home/apt,401,2,6,2020-03-02,1.22,1,43
40001809,Leafy Green Home 20min to Wine Route & Sea Point,235641495,Princess,,Ward 8,-33.87166,18.6791,Private room,407,1,0,,,4,0
40002835,Characterful getaway spot near the beach,247973456,Sally,,Ward 61,-34.19996,18.37468,Entire home/apt,714,3,2,2020-03-12,0.59,2,180
40003231,Sunny private 1 bdrm Garden Cottage,68261685,Esme,,Ward 55,-33.88079,18.49545,Entire home/apt,801,2,1,2020-01-11,0.22,1,4
40004062,"Females only. Safe, Comfortable Room in Complex.",140894224,Nicolene,,Ward 107,-33.80622,18.50141,Private room,209,1,1,2020-01-31,0.25,1,300
40004587,Spacious/luxurious/sea view 5min to beach,217071003,Hester,,Ward 100,-34.15255,18.86646,Private room,505,1,5,2020-03-13,0.81,5,160
40005257,Beautiful modern apartment in Greenpoint!,31322788,Ben,,Ward 115,-33.90854,18.39979,Entire home/apt,1497,3,1,2020-01-04,0.21,1,0
40007136,Sunny spacious family home,40391548,Dannali,,Ward 64,-34.09883,18.47568,Entire home/apt,1446,5,2,2020-01-12,0.39,1,0
40007980,COSY RETRO STYLED WINCHESTER APARTMENT+PARKING BAY,2138774,Nosipho,,Ward 57,-33.94435,18.46855,Entire home/apt,1999,1,4,2020-01-21,0.75,4,38
40016187,Mulberry 4 sleeper in lovely garden.,94471504,Marie,,Ward 59,-33.97009,18.4762,Entire home/apt,1097,1,2,2020-03-15,0.64,3,361
40016251,Hamlet New Quiet Central  - Live like a local,20600730,Mandy,,Ward 59,-33.97321,18.45445,Entire home/apt,1605,2,13,2020-05-09,2.65,15,270
